ad_id,Date_,Hour_,latitude,longitude,Business_Location_Flag,Collection_Point_InMarket,id_type,Total_coverage_of_id,Total_pings_of_id,Indoor_Flag,BuildingID,TMOCustCnt,TMO_FIagIn,Building,Home_Flag,Category,Industry,Indoor_Flag2
000bc770-1a29-4018-8fe9-a099971470ce,1/3/2022,13.5,47.69369125,-122.3341217,Not a Business Location,In Market Zip Boundary,Android,2070,3064,Indoor Location,B245847,0,0,SFU,No,,,Indoor Location
000bc770-1a29-4018-8fe9-a099971470ce,1/3/2022,13.55000019,47.69369125,-122.3341217,Not a Business Location,In Market Zip Boundary,Android,2070,3064,Indoor Location,B245847,0,0,SFU,No,,,Indoor Location
000bc770-1a29-4018-8fe9-a099971470ce,1/3/2022,14,47.69369125,-122.3340988,Not a Business Location,In Market Zip Boundary,Android,2070,3064,Indoor Location,B245847,0,0,SFU,No,,,Indoor Location
000bc770-1a29-4018-8fe9-a099971470ce,1/3/2022,14.05000019,47.69369125,-122.3341064,Not a Business Location,In Market Zip Boundary,Android,2070,3064,Indoor Location,B245847,0,0,SFU,No,,,Indoor Location
000bc770-1a29-4018-8fe9-a099971470ce,1/3/2022,14.10000038,47.69369125,-122.3341064,Not a Business Location,In Market Zip Boundary,Android,2070,3064,Indoor Location,B245847,0,0,SFU,No,,,Indoor Location
000bc770-1a29-4018-8fe9-a099971470ce,1/3/2022,14.14999962,47.69369125,-122.3341064,Not a Business Location,In Market Zip Boundary,Android,2070,3064,Indoor Location,B245847,0,0,SFU,No,,,Indoor Location
000bc770-1a29-4018-8fe9-a099971470ce,1/3/2022,21.54999924,47.69369125,-122.3340988,Not a Business Location,In Market Zip Boundary,Android,2070,3064,Indoor Location,B245847,0,0,SFU,No,,,Indoor Location
000bc770-1a29-4018-8fe9-a099971470ce,1/3/2022,22,47.69369125,-122.3340988,Not a Business Location,In Market Zip Boundary,Android,2070,3064,Indoor Location,B245847,0,0,SFU,No,,,Indoor Location
001f39dc-c745-42f0-8ab2-218e5831cb23,1/4/2022,13.25,47.55480957,-122.6777191,Not a Business Location,In Market Zip Boundary,IPhone,3105,4217,Outdoor Location,B877737,0,0,SFU,Yes,Category 2,,Indoor Location
001f39dc-c745-42f0-8ab2-218e5831cb23,1/4/2022,15.05000019,47.55484009,-122.6776505,Not a Business Location,In Market Zip Boundary,IPhone,3105,4217,Outdoor Location,B877737,0,0,SFU,Yes,Category 2,,Indoor Location
001f39dc-c745-42f0-8ab2-218e5831cb23,1/4/2022,15.10000038,47.55480957,-122.6775818,Not a Business Location,In Market Zip Boundary,IPhone,3105,4217,Outdoor Location,B877737,0,0,SFU,Yes,Category 2,,Indoor Location
001f39dc-c745-42f0-8ab2-218e5831cb23,1/4/2022,21.5,47.55484009,-122.6774902,Not a Business Location,In Market Zip Boundary,IPhone,3105,4217,Outdoor Location,B877737,0,0,SFU,Yes,Category 2,,Indoor Location
001f39dc-c745-42f0-8ab2-218e5831cb23,1/4/2022,21.54999924,47.55487061,-122.677948,Not a Business Location,In Market Zip Boundary,IPhone,3105,4217,Indoor Location,B877737,0,0,SFU,Yes,Category 2,,Indoor Location
001f39dc-c745-42f0-8ab2-218e5831cb23,1/4/2022,22.04999924,47.55484009,-122.6780014,Not a Business Location,In Market Zip Boundary,IPhone,3105,4217,Outdoor Location,B877737,0,0,SFU,Yes,Category 2,,Indoor Location
001f39dc-c745-42f0-8ab2-218e5831cb23,1/4/2022,22.25,47.55487823,-122.6779785,Not a Business Location,In Market Zip Boundary,IPhone,3105,4217,Outdoor Location,B877737,0,0,SFU,Yes,Category 2,,Indoor Location
001f39dc-c745-42f0-8ab2-218e5831cb23,1/4/2022,22.29999924,47.55485153,-122.677948,Not a Business Location,In Market Zip Boundary,IPhone,3105,4217,Indoor Location,B877737,0,0,SFU,Yes,Category 2,,Indoor Location
001f39dc-c745-42f0-8ab2-218e5831cb23,1/4/2022,22.45000076,47.55482101,-122.6775208,Not a Business Location,In Market Zip Boundary,IPhone,3105,4217,Outdoor Location,B877737,0,0,SFU,Yes,Category 2,,Indoor Location
001f39dc-c745-42f0-8ab2-218e5831cb23,1/5/2022,2.549999952,47.55490112,-122.6779633,Not a Business Location,In Market Zip Boundary,IPhone,3105,4217,Outdoor Location,B877737,0,0,SFU,Yes,Category 2,,Indoor Location
001f39dc-c745-42f0-8ab2-218e5831cb23,1/5/2022,6.550000191,47.55480957,-122.6778412,Not a Business Location,In Market Zip Boundary,IPhone,3105,4217,Outdoor Location,B877737,0,0,SFU,Yes,Category 2,,Indoor Location
001f39dc-c745-42f0-8ab2-218e5831cb23,1/5/2022,8.100000381,47.55482101,-122.6780777,Not a Business Location,In Market Zip Boundary,IPhone,3105,4217,Outdoor Location,B877737,0,0,SFU,Yes,Category 2,,Indoor Location
001f39dc-c745-42f0-8ab2-218e5831cb23,1/5/2022,8.149999619,47.55484009,-122.6781006,Not a Business Location,In Market Zip Boundary,IPhone,3105,4217,Outdoor Location,B877737,0,0,SFU,Yes,Category 2,,Indoor Location
001f39dc-c745-42f0-8ab2-218e5831cb23,1/5/2022,8.25,47.55484009,-122.6779633,Not a Business Location,In Market Zip Boundary,IPhone,3105,4217,Indoor Location,B877737,0,0,SFU,Yes,Category 2,,Indoor Location
001f39dc-c745-42f0-8ab2-218e5831cb23,1/5/2022,8.350000381,47.55482864,-122.6779327,Not a Business Location,In Market Zip Boundary,IPhone,3105,4217,Indoor Location,B877737,0,0,SFU,Yes,Category 2,,Indoor Location
001f39dc-c745-42f0-8ab2-218e5831cb23,1/5/2022,8.399999619,47.55482864,-122.6780701,Not a Business Location,In Market Zip Boundary,IPhone,3105,4217,Outdoor Location,B877737,0,0,SFU,Yes,Category 2,,Indoor Location
00117edd-31e9-4bb5-9058-3c76bb0a85bb,1/31/2022,13.30000019,47.04916,-122.8271408,Not a Business Location,In Market Zip Boundary,IPhone,1770,4913,Outdoor Location,B557979,0,0,SFU,Yes,Category 6,,Indoor Location
00117edd-31e9-4bb5-9058-3c76bb0a85bb,2/1/2022,14.05000019,47.04912949,-122.8271408,Not a Business Location,In Market Zip Boundary,IPhone,1770,4913,Outdoor Location,B557979,0,0,SFU,Yes,Category 6,,Indoor Location
00117edd-31e9-4bb5-9058-3c76bb0a85bb,2/1/2022,14.14999962,47.04914093,-122.8271332,Not a Business Location,In Market Zip Boundary,IPhone,1770,4913,Outdoor Location,B557979,0,0,SFU,Yes,Category 6,,Indoor Location
00117edd-31e9-4bb5-9058-3c76bb0a85bb,2/2/2022,13.55000019,47.04914093,-122.8271103,Not a Business Location,In Market Zip Boundary,IPhone,1770,4913,Outdoor Location,B557979,0,0,SFU,Yes,Category 6,,Indoor Location
00117edd-31e9-4bb5-9058-3c76bb0a85bb,2/2/2022,14.25,47.04912949,-122.8271637,Not a Business Location,In Market Zip Boundary,IPhone,1770,4913,Outdoor Location,B557979,0,0,SFU,Yes,Category 6,,Indoor Location
00117edd-31e9-4bb5-9058-3c76bb0a85bb,2/2/2022,14.30000019,47.04914093,-122.8271484,Not a Business Location,In Market Zip Boundary,IPhone,1770,4913,Outdoor Location,B557979,0,0,SFU,Yes,Category 6,,Indoor Location
00117edd-31e9-4bb5-9058-3c76bb0a85bb,2/2/2022,14.35000038,47.04914093,-122.8271484,Not a Business Location,In Market Zip Boundary,IPhone,1770,4913,Outdoor Location,B557979,0,0,SFU,Yes,Category 6,,Indoor Location
00117edd-31e9-4bb5-9058-3c76bb0a85bb,2/3/2022,14.10000038,47.04914093,-122.8270798,Not a Business Location,In Market Zip Boundary,IPhone,1770,4913,Outdoor Location,B557979,0,0,SFU,Yes,Category 6,,Indoor Location
00117edd-31e9-4bb5-9058-3c76bb0a85bb,2/3/2022,15.05000019,47.04914093,-122.8271332,Not a Business Location,In Market Zip Boundary,IPhone,1770,4913,Outdoor Location,B557979,0,0,SFU,Yes,Category 6,,Indoor Location
00117edd-31e9-4bb5-9058-3c76bb0a85bb,2/3/2022,15.14999962,47.04914093,-122.8271332,Not a Business Location,In Market Zip Boundary,IPhone,1770,4913,Outdoor Location,B557979,0,0,SFU,Yes,Category 6,,Indoor Location
00117edd-31e9-4bb5-9058-3c76bb0a85bb,2/6/2022,13.55000019,47.04914093,-122.8271103,Not a Business Location,In Market Zip Boundary,IPhone,1770,4913,Outdoor Location,B557979,0,0,SFU,Yes,Category 6,,Indoor Location
001153db-3993-4472-9312-f496f915dcf2,1/30/2022,14.35000038,47.04875946,-122.929451,Not a Business Location,In Market Zip Boundary,Android,3230,7081,Outdoor Location,B782135,7,1,SFU,Yes,Category 1,,Indoor Location
001153db-3993-4472-9312-f496f915dcf2,1/31/2022,4.25,47.04869843,-122.9296722,Not a Business Location,In Market Zip Boundary,Android,3230,7081,Indoor Location,B782135,7,1,SFU,Yes,Category 1,,Indoor Location
001153db-3993-4472-9312-f496f915dcf2,1/31/2022,7.150000095,47.04877853,-122.9295273,Not a Business Location,In Market Zip Boundary,Android,3230,7081,Outdoor Location,B782135,7,1,SFU,Yes,Category 1,,Indoor Location
001153db-3993-4472-9312-f496f915dcf2,1/31/2022,7.199999809,47.04872894,-122.9295197,Not a Business Location,In Market Zip Boundary,Android,3230,7081,Indoor Location,B782135,7,1,SFU,Yes,Category 1,,Indoor Location
001153db-3993-4472-9312-f496f915dcf2,1/31/2022,7.25,47.04874039,-122.9295273,Not a Business Location,In Market Zip Boundary,Android,3230,7081,Outdoor Location,B782135,7,1,SFU,Yes,Category 1,,Indoor Location
001153db-3993-4472-9312-f496f915dcf2,1/31/2022,8.100000381,47.0488205,-122.9294891,Not a Business Location,In Market Zip Boundary,Android,3230,7081,Outdoor Location,B782135,7,1,SFU,Yes,Category 1,,Indoor Location
001153db-3993-4472-9312-f496f915dcf2,1/31/2022,8.25,47.04880905,-122.9294815,Not a Business Location,In Market Zip Boundary,Android,3230,7081,Outdoor Location,B782135,7,1,SFU,Yes,Category 1,,Indoor Location
001153db-3993-4472-9312-f496f915dcf2,1/31/2022,8.300000191,47.0488205,-122.9294891,Not a Business Location,In Market Zip Boundary,Android,3230,7081,Outdoor Location,B782135,7,1,SFU,Yes,Category 1,,Indoor Location
001153db-3993-4472-9312-f496f915dcf2,1/31/2022,8.399999619,47.04880905,-122.9294815,Not a Business Location,In Market Zip Boundary,Android,3230,7081,Outdoor Location,B782135,7,1,SFU,Yes,Category 1,,Indoor Location
001153db-3993-4472-9312-f496f915dcf2,1/31/2022,9.100000381,47.04867935,-122.9295197,Not a Business Location,In Market Zip Boundary,Android,3230,7081,Indoor Location,B782135,7,1,SFU,Yes,Category 1,,Indoor Location
001153db-3993-4472-9312-f496f915dcf2,1/31/2022,10.25,47.04880905,-122.9296112,Not a Business Location,In Market Zip Boundary,Android,3230,7081,Outdoor Location,B782135,7,1,SFU,Yes,Category 1,,Indoor Location
001153db-3993-4472-9312-f496f915dcf2,1/31/2022,11.25,47.04875946,-122.9296188,Not a Business Location,In Market Zip Boundary,Android,3230,7081,Outdoor Location,B782135,7,1,SFU,Yes,Category 1,,Indoor Location
001153db-3993-4472-9312-f496f915dcf2,1/31/2022,11.30000019,47.04875183,-122.9296188,Not a Business Location,In Market Zip Boundary,Android,3230,7081,Outdoor Location,B782135,7,1,SFU,Yes,Category 1,,Indoor Location
001153db-3993-4472-9312-f496f915dcf2,1/31/2022,12.30000019,47.05168152,-122.939621,Not a Business Location,In Market Zip Boundary,Android,3230,7081,Indoor Location,B1204278,0,0,SFU,No,,,Indoor Location
001153db-3993-4472-9312-f496f915dcf2,1/31/2022,12.55000019,47.04153824,-122.9563522,Not a Business Location,In Market Zip Boundary,Android,3230,7081,Indoor Location,B969321,0,0,SFU,No,,,Indoor Location
001153db-3993-4472-9312-f496f915dcf2,1/31/2022,13,47.05175018,-122.9395599,Not a Business Location,In Market Zip Boundary,Android,3230,7081,Indoor Location,B1204278,0,0,SFU,No,,,Indoor Location
001153db-3993-4472-9312-f496f915dcf2,1/31/2022,13.25,47.04154968,-122.9559784,Not a Business Location,In Market Zip Boundary,Android,3230,7081,Indoor Location,B969321,0,0,SFU,No,,,Indoor Location
001153db-3993-4472-9312-f496f915dcf2,1/31/2022,13.30000019,47.04154968,-122.9559631,Not a Business Location,In Market Zip Boundary,Android,3230,7081,Indoor Location,B969321,0,0,SFU,No,,,Indoor Location
001153db-3993-4472-9312-f496f915dcf2,1/31/2022,13.5,47.05173111,-122.939621,Not a Business Location,In Market Zip Boundary,Android,3230,7081,Indoor Location,B1204278,0,0,SFU,No,,,Indoor Location
001153db-3993-4472-9312-f496f915dcf2,1/31/2022,14,47.05173111,-122.9396362,Not a Business Location,In Market Zip Boundary,Android,3230,7081,Indoor Location,B1204278,0,0,SFU,No,,,Indoor Location
001153db-3993-4472-9312-f496f915dcf2,1/31/2022,14.30000019,47.05175018,-122.9395599,Not a Business Location,In Market Zip Boundary,Android,3230,7081,Indoor Location,B1204278,0,0,SFU,No,,,Indoor Location
001153db-3993-4472-9312-f496f915dcf2,2/1/2022,4.25,47.04870987,-122.9296494,Not a Business Location,In Market Zip Boundary,Android,3230,7081,Indoor Location,B782135,7,1,SFU,Yes,Category 1,,Indoor Location
001153db-3993-4472-9312-f496f915dcf2,2/1/2022,7.150000095,47.04877853,-122.9295273,Not a Business Location,In Market Zip Boundary,Android,3230,7081,Outdoor Location,B782135,7,1,SFU,Yes,Category 1,,Indoor Location
001153db-3993-4472-9312-f496f915dcf2,2/1/2022,7.199999809,47.04872894,-122.9295197,Not a Business Location,In Market Zip Boundary,Android,3230,7081,Indoor Location,B782135,7,1,SFU,Yes,Category 1,,Indoor Location
001153db-3993-4472-9312-f496f915dcf2,2/1/2022,7.25,47.04874039,-122.9295273,Not a Business Location,In Market Zip Boundary,Android,3230,7081,Outdoor Location,B782135,7,1,SFU,Yes,Category 1,,Indoor Location
001153db-3993-4472-9312-f496f915dcf2,2/1/2022,8.100000381,47.0488205,-122.9294891,Not a Business Location,In Market Zip Boundary,Android,3230,7081,Outdoor Location,B782135,7,1,SFU,Yes,Category 1,,Indoor Location
001153db-3993-4472-9312-f496f915dcf2,2/1/2022,8.25,47.04880905,-122.9294815,Not a Business Location,In Market Zip Boundary,Android,3230,7081,Outdoor Location,B782135,7,1,SFU,Yes,Category 1,,Indoor Location
001153db-3993-4472-9312-f496f915dcf2,2/1/2022,8.300000191,47.0488205,-122.9294891,Not a Business Location,In Market Zip Boundary,Android,3230,7081,Outdoor Location,B782135,7,1,SFU,Yes,Category 1,,Indoor Location
001153db-3993-4472-9312-f496f915dcf2,2/1/2022,8.399999619,47.04880905,-122.9294815,Not a Business Location,In Market Zip Boundary,Android,3230,7081,Outdoor Location,B782135,7,1,SFU,Yes,Category 1,,Indoor Location
000bc770-1a29-4018-8fe9-a099971470ce,1/8/2022,12.5,47.69369125,-122.3340988,Not a Business Location,In Market Zip Boundary,Android,2070,3064,Indoor Location,B245847,0,0,SFU,No,,,Indoor Location
000bc770-1a29-4018-8fe9-a099971470ce,1/29/2022,12.5,47.69369125,-122.3340988,Not a Business Location,In Market Zip Boundary,Android,2070,3064,Indoor Location,B245847,0,0,SFU,No,,,Indoor Location
000bc770-1a29-4018-8fe9-a099971470ce,2/2/2022,12.5,47.69369125,-122.3340988,Not a Business Location,In Market Zip Boundary,Android,2070,3064,Indoor Location,B245847,0,0,SFU,No,,,Indoor Location
000bc770-1a29-4018-8fe9-a099971470ce,2/2/2022,12.55000019,47.69369125,-122.3340988,Not a Business Location,In Market Zip Boundary,Android,2070,3064,Indoor Location,B245847,0,0,SFU,No,,,Indoor Location
000bc770-1a29-4018-8fe9-a099971470ce,2/3/2022,12.5,47.69369125,-122.3340988,Not a Business Location,In Market Zip Boundary,Android,2070,3064,Indoor Location,B245847,0,0,SFU,No,,,Indoor Location
001153db-3993-4472-9312-f496f915dcf2,2/1/2022,9.100000381,47.04867935,-122.9295197,Not a Business Location,In Market Zip Boundary,Android,3230,7081,Indoor Location,B782135,7,1,SFU,Yes,Category 1,,Indoor Location
000bc770-1a29-4018-8fe9-a099971470ce,2/3/2022,12.55000019,47.69369125,-122.3340988,Not a Business Location,In Market Zip Boundary,Android,2070,3064,Indoor Location,B245847,0,0,SFU,No,,,Indoor Location
001153db-3993-4472-9312-f496f915dcf2,2/1/2022,10.25,47.04880905,-122.9296112,Not a Business Location,In Market Zip Boundary,Android,3230,7081,Outdoor Location,B782135,7,1,SFU,Yes,Category 1,,Indoor Location
000bc770-1a29-4018-8fe9-a099971470ce,2/5/2022,12.5,47.69369125,-122.3340988,Not a Business Location,In Market Zip Boundary,Android,2070,3064,Indoor Location,B245847,0,0,SFU,No,,,Indoor Location
001153db-3993-4472-9312-f496f915dcf2,2/1/2022,11.25,47.04875946,-122.9296188,Not a Business Location,In Market Zip Boundary,Android,3230,7081,Outdoor Location,B782135,7,1,SFU,Yes,Category 1,,Indoor Location
000bc770-1a29-4018-8fe9-a099971470ce,2/5/2022,12.55000019,47.69369125,-122.3340988,Not a Business Location,In Market Zip Boundary,Android,2070,3064,Indoor Location,B245847,0,0,SFU,No,,,Indoor Location
001153db-3993-4472-9312-f496f915dcf2,2/1/2022,11.30000019,47.04875183,-122.9296188,Not a Business Location,In Market Zip Boundary,Android,3230,7081,Outdoor Location,B782135,7,1,SFU,Yes,Category 1,,Indoor Location
001153db-3993-4472-9312-f496f915dcf2,2/1/2022,12.30000019,47.05168152,-122.939621,Not a Business Location,In Market Zip Boundary,Android,3230,7081,Indoor Location,B1204278,0,0,SFU,No,,,Indoor Location
001153db-3993-4472-9312-f496f915dcf2,2/1/2022,12.55000019,47.04153824,-122.9563522,Not a Business Location,In Market Zip Boundary,Android,3230,7081,Indoor Location,B969321,0,0,SFU,No,,,Indoor Location
000bc770-1a29-4018-8fe9-a099971470ce,1/29/2022,12.55000019,47.69369125,-122.3340988,Not a Business Location,In Market Zip Boundary,Android,2070,3064,Indoor Location,B245847,0,0,SFU,No,,,Indoor Location
000bc770-1a29-4018-8fe9-a099971470ce,1/30/2022,12.5,47.69369125,-122.3340988,Not a Business Location,In Market Zip Boundary,Android,2070,3064,Indoor Location,B245847,0,0,SFU,No,,,Indoor Location
000bc770-1a29-4018-8fe9-a099971470ce,1/30/2022,12.55000019,47.69369125,-122.3340988,Not a Business Location,In Market Zip Boundary,Android,2070,3064,Indoor Location,B245847,0,0,SFU,No,,,Indoor Location
000bc770-1a29-4018-8fe9-a099971470ce,1/31/2022,12.5,47.69369125,-122.3340988,Not a Business Location,In Market Zip Boundary,Android,2070,3064,Indoor Location,B245847,0,0,SFU,No,,,Indoor Location
001153db-3993-4472-9312-f496f915dcf2,2/1/2022,13.19999981,47.04167175,-122.9559021,Not a Business Location,In Market Zip Boundary,Android,3230,7081,Indoor Location,B969321,0,0,SFU,No,,,Indoor Location
000bc770-1a29-4018-8fe9-a099971470ce,1/31/2022,12.55000019,47.69369125,-122.3340988,Not a Business Location,In Market Zip Boundary,Android,2070,3064,Indoor Location,B245847,0,0,SFU,No,,,Indoor Location
001153db-3993-4472-9312-f496f915dcf2,2/1/2022,13.25,47.04885101,-122.9295197,Not a Business Location,In Market Zip Boundary,Android,3230,7081,Outdoor Location,B782135,7,1,SFU,Yes,Category 1,,Indoor Location
000bc770-1a29-4018-8fe9-a099971470ce,1/31/2022,13,47.69369125,-122.3341064,Not a Business Location,In Market Zip Boundary,Android,2070,3064,Indoor Location,B245847,0,0,SFU,No,,,Indoor Location
001153db-3993-4472-9312-f496f915dcf2,2/1/2022,14.05000019,47.04167175,-122.9559174,Not a Business Location,In Market Zip Boundary,Android,3230,7081,Indoor Location,B969321,0,0,SFU,No,,,Indoor Location
0023552f-21ff-41db-bfcb-36d4dff115c7,1/3/2022,22.25,48.36661148,-124.6237869,Not a Business Location,In Market Zip Boundary,IPhone,235,93,Outdoor Location,B560731,1,1,SFU,Yes,Category 3,,Indoor Location
001153db-3993-4472-9312-f496f915dcf2,2/1/2022,14.14999962,47.04874039,-122.9294968,Not a Business Location,In Market Zip Boundary,Android,3230,7081,Outdoor Location,B782135,7,1,SFU,Yes,Category 1,,Indoor Location
0023552f-21ff-41db-bfcb-36d4dff115c7,1/7/2022,22.25,48.36661148,-124.6237869,Not a Business Location,In Market Zip Boundary,IPhone,235,93,Outdoor Location,B560731,1,1,SFU,Yes,Category 3,,Indoor Location
001153db-3993-4472-9312-f496f915dcf2,2/1/2022,15.25,47.04180145,-122.9559784,Not a Business Location,In Market Zip Boundary,Android,3230,7081,Indoor Location,B969321,0,0,SFU,No,,,Indoor Location
001153db-3993-4472-9312-f496f915dcf2,2/1/2022,15.30000019,47.04180145,-122.9559708,Not a Business Location,In Market Zip Boundary,Android,3230,7081,Indoor Location,B969321,0,0,SFU,No,,,Indoor Location
0023593d-b210-4ae2-b81b-c0929853c0de,12/30/2021,13.30000019,47.66746902,-122.2665863,Not a Business Location,In Market Zip Boundary,Android,440,751,Outdoor Location,B409968,0,0,SFU,Yes,Category 1,,Indoor Location
00117edd-31e9-4bb5-9058-3c76bb0a85bb,1/5/2022,16,47.04914093,-122.8270798,Not a Business Location,In Market Zip Boundary,IPhone,1770,4913,Outdoor Location,B557979,0,0,SFU,Yes,Category 6,,Indoor Location
000bc770-1a29-4018-8fe9-a099971470ce,1/31/2022,13.05000019,47.69369125,-122.3340988,Not a Business Location,In Market Zip Boundary,Android,2070,3064,Indoor Location,B245847,0,0,SFU,No,,,Indoor Location
00117edd-31e9-4bb5-9058-3c76bb0a85bb,1/6/2022,13.55000019,47.04914093,-122.8270264,Not a Business Location,In Market Zip Boundary,IPhone,1770,4913,Outdoor Location,B557979,0,0,SFU,Yes,Category 6,,Indoor Location
000bc770-1a29-4018-8fe9-a099971470ce,1/31/2022,13.10000038,47.69369125,-122.3341217,Not a Business Location,In Market Zip Boundary,Android,2070,3064,Indoor Location,B245847,0,0,SFU,No,,,Indoor Location
00117edd-31e9-4bb5-9058-3c76bb0a85bb,1/6/2022,14.05000019,47.04914856,-122.8271332,Not a Business Location,In Market Zip Boundary,IPhone,1770,4913,Outdoor Location,B557979,0,0,SFU,Yes,Category 6,,Indoor Location
000bc770-1a29-4018-8fe9-a099971470ce,1/31/2022,13.19999981,47.69369125,-122.3341064,Not a Business Location,In Market Zip Boundary,Android,2070,3064,Indoor Location,B245847,0,0,SFU,No,,,Indoor Location
00117edd-31e9-4bb5-9058-3c76bb0a85bb,1/6/2022,14.10000038,47.04916,-122.8270874,Not a Business Location,In Market Zip Boundary,IPhone,1770,4913,Outdoor Location,B557979,0,0,SFU,Yes,Category 6,,Indoor Location
000bc770-1a29-4018-8fe9-a099971470ce,1/31/2022,13.30000019,47.69369125,-122.3341064,Not a Business Location,In Market Zip Boundary,Android,2070,3064,Indoor Location,B245847,0,0,SFU,No,,,Indoor Location
00117edd-31e9-4bb5-9058-3c76bb0a85bb,1/6/2022,14.14999962,47.04914093,-122.8270874,Not a Business Location,In Market Zip Boundary,IPhone,1770,4913,Outdoor Location,B557979,0,0,SFU,Yes,Category 6,,Indoor Location
000bc770-1a29-4018-8fe9-a099971470ce,1/31/2022,13.5,47.69369125,-122.3341217,Not a Business Location,In Market Zip Boundary,Android,2070,3064,Indoor Location,B245847,0,0,SFU,No,,,Indoor Location
00117edd-31e9-4bb5-9058-3c76bb0a85bb,1/6/2022,14.19999981,47.04914093,-122.8271637,Not a Business Location,In Market Zip Boundary,IPhone,1770,4913,Outdoor Location,B557979,0,0,SFU,Yes,Category 6,,Indoor Location
00117edd-31e9-4bb5-9058-3c76bb0a85bb,1/6/2022,14.25,47.04912949,-122.8271637,Not a Business Location,In Market Zip Boundary,IPhone,1770,4913,Outdoor Location,B557979,0,0,SFU,Yes,Category 6,,Indoor Location
